HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
City Hotel,221,42,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient-Party,65,0,1,Check-Out,20-10-2015,17-10-2015,3,195,October,Saturday,2015,Weekend,completed,Business,Mobile App,Android,0,3,195,NET BANKING,195
City Hotel,221,42,2,1,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,0,Transient-Party,90,0,0,Check-Out,20-10-2015,17-10-2015,3,270,October,Saturday,2015,Weekend,completed,Individual,Website,iOS,15,3,270,CASH,229.5
Resort Hotel,221,42,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,0,Transient-Party,78,0,0,Check-Out,20-10-2015,17-10-2015,3,234,October,Saturday,2015,Weekend,completed,Business,Mobile App,Android,20,3,195,UPI,156
Resort Hotel,17,42,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,128.124,0,1,Check-Out,20-10-2015,17-10-2015,3,384.372,October,Saturday,2015,Weekend,completed,Individual,Mobile App,Android,5,3,320.31,DEBIT CARD,304.2945
Resort Hotel,17,42,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,113.94,0,1,Check-Out,20-10-2015,15-10-2015,5,569.7,October,Thursday,2015,Weekday,completed,Business,Website,iOS,15,5,474.75,DEBIT CARD,403.5375
Resort Hotel,26,42,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,90,0,0,Check-Out,20-10-2015,17-10-2015,3,270,October,Saturday,2015,Weekend,completed,Business,Website,iOS,5,3,225,NET BANKING,213.75
Resort Hotel,34,42,2,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,Contract,113.16,0,0,Check-Out,20-10-2015,15-10-2015,5,565.8,October,Thursday,2015,Weekday,completed,Group,Mobile App,Desktop,5,5,471.5,UPI,447.925
City Hotel,221,42,2,1,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,0,Transient-Party,77.5,0,0,Check-Out,20-10-2015,17-10-2015,3,232.5,October,Saturday,2015,Weekend,completed,Business,Partner Platform,Android,20,3,232.5,NET BANKING,186
City Hotel,221,42,2,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,3,0,Transient-Party,60,0,0,Check-Out,20-10-2015,17-10-2015,3,180,October,Saturday,2015,Weekend,completed,Individual,Mobile App,iOS,0,3,180,CASH,180
Resort Hotel,16,44,2,5,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,0,Transient,117.252,0,0,Canceled,20-10-2015,30-10-2015,7,820.764,October,Friday,2015,Weekday,cancelled,Business,Partner Platform,iOS,20,7,683.97,DEBIT CARD,547.176
Resort Hotel,9,43,0,1,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,6,0,Transient,209.1,0,0,Check-Out,23-10-2015,22-10-2015,1,209.1,October,Thursday,2015,Weekday,completed,Individual,Partner Platform,iOS,5,1,174.25,CASH,165.5375
Resort Hotel,37,44,0,1,2,0,1,BB,PRT,Complementary,Direct,0,1,0,A,A,0,No Deposit,0,0,Transient,0,0,2,Canceled,20-10-2015,31-10-2015,1,0,October,Saturday,2015,Weekend,cancelled,Individual,Partner Platform,Android,20,1,0,NET BANKING,0
Resort Hotel,4,49,0,1,2,0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,No Deposit,0,0,Transient,0,0,2,Canceled,04-12-2015,05-12-2015,1,0,December,Saturday,2015,Weekend,cancelled,Business,Partner Platform,iOS,10,1,0,UPI,0
City Hotel,2,5,0,1,1,0,0,BB,PRT,Complementary,Direct,1,2,0,A,F,0,No Deposit,0,0,Transient-Party,0,0,3,Check-Out,28-01-2016,27-01-2016,1,0,January,Wednesday,2016,Weekday,completed,Business,Mobile App,iOS,5,1,0,UPI,0
City Hotel,0,10,0,1,1,0,0,BB,PRT,Complementary,Direct,1,2,1,D,E,0,No Deposit,0,0,Transient,0,0,0,Check-Out,04-03-2016,03-03-2016,1,0,March,Thursday,2016,Weekday,completed,Business,Partner Platform,iOS,20,1,0,CASH,0
City Hotel,1,19,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,2,D,A,0,No Deposit,0,0,Transient,0,0,3,Check-Out,06-05-2016,05-05-2016,1,0,May,Thursday,2016,Weekday,completed,Individual,Mobile App,iOS,5,1,0,NET BANKING,0
Resort Hotel,3,22,1,0,2,0,0,BB,PRT,Complementary,Corporate,1,2,3,A,F,0,No Deposit,0,0,Transient,0,0,3,Check-Out,23-05-2016,22-05-2016,1,0,May,Sunday,2016,Weekend,completed,Individual,Mobile App,Android,20,1,0,UPI,0
Resort Hotel,0,22,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,0,0,Transient,0,0,3,Check-Out,26-05-2016,25-05-2016,1,0,May,Wednesday,2016,Weekday,completed,Business,Website,iOS,5,1,0,DEBIT CARD,0
City Hotel,3,27,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,5,A,A,0,No Deposit,0,0,Transient,0,0,3,Check-Out,28-06-2016,27-06-2016,1,0,June,Monday,2016,Weekday,completed,Business,Mobile App,Desktop,5,1,0,NET BANKING,0
Resort Hotel,2,29,1,2,1,0,0,BB,PRT,Complementary,Corporate,1,2,6,A,A,0,No Deposit,0,0,Transient,0,0,1,Check-Out,14-07-2016,11-07-2016,3,0,July,Monday,2016,Weekday,completed,Business,Mobile App,Desktop,15,3,0,CASH,0
City Hotel,2,41,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,7,A,G,0,No Deposit,0,0,Transient,0,0,3,Check-Out,07-10-2016,06-10-2016,1,0,October,Thursday,2016,Weekday,completed,Business,Mobile App,Android,10,1,0,DEBIT CARD,0
City Hotel,5,50,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,8,A,A,0,No Deposit,0,0,Transient,0,1,1,Check-Out,06-12-2016,05-12-2016,1,0,December,Monday,2016,Weekday,completed,Individual,Mobile App,Android,5,1,0,UPI,0
City Hotel,5,11,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,9,A,A,0,No Deposit,0,0,Transient,0,0,1,Check-Out,16-03-2017,15-03-2017,1,0,March,Wednesday,2017,Weekday,completed,Business,Partner Platform,Android,20,1,0,DEBIT CARD,0
Resort Hotel,6,23,1,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,10,A,F,0,No Deposit,0,0,Transient,0,0,1,Check-Out,06-06-2017,05-06-2017,1,0,June,Monday,2017,Weekday,completed,Business,Partner Platform,iOS,5,1,0,DEBIT CARD,0
Resort Hotel,4,43,1,0,1,0,0,BB,FIN,Online TA,Corporate,0,0,0,A,D,0,No Deposit,0,0,Transient,108,0,0,Check-Out,20-10-2015,19-10-2015,1,108,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,10,1,90,CASH,81
Resort Hotel,4,43,1,0,2,0,0,BB,RUS,Online TA,Corporate,0,0,0,A,D,0,No Deposit,0,0,Transient,14.4,0,0,Check-Out,20-10-2015,19-10-2015,1,14.4,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,10,1,12,DEBIT CARD,10.8
Resort Hotel,50,46,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Transient,141.6,0,1,Canceled,20-10-2015,08-11-2015,5,708,November,Sunday,2015,Weekend,cancelled,Group,Mobile App,iOS,10,5,590,DEBIT CARD,531
City Hotel,11,7,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,1,1,0,D,D,0,No Deposit,83,0,Transient,93.8,0,0,Check-Out,15-02-2016,12-02-2016,3,281.4,February,Friday,2016,Weekday,completed,Business,Mobile App,Android,20,3,281.4,DEBIT CARD,225.12
City Hotel,0,43,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,D,F,0,No Deposit,3,0,Transient,97,0,0,Canceled,20-10-2015,20-10-2015,1,97,October,Tuesday,2015,Weekday,cancelled,Individual,Mobile App,Android,10,1,97,NET BANKING,87.3
Resort Hotel,0,43,0,0,1,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,F,1,No Deposit,9,0,Contract,0,0,1,Check-Out,20-10-2015,20-10-2015,0,0,October,Tuesday,2015,Weekday,cancelled,Business,Website,Desktop,20,0,0,CASH,0
Resort Hotel,0,43,0,1,1,0,0,BB,PRT,Online TA,Corporate,1,0,0,A,B,1,No Deposit,0,0,Transient,168,0,0,Canceled,20-10-2015,20-10-2015,1,168,October,Tuesday,2015,Weekday,cancelled,Business,Mobile App,iOS,0,1,140,UPI,140
City Hotel,0,43,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,G,1,No Deposit,87,0,Transient,123,0,0,No-Show,20-10-2015,20-10-2015,1,123,October,Tuesday,2015,Weekday,cancelled,Business,Mobile App,Desktop,15,1,123,UPI,104.55
Resort Hotel,3,43,2,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,163.2,0,0,Check-Out,21-10-2015,18-10-2015,3,489.6,October,Sunday,2015,Weekend,completed,Individual,Website,iOS,20,3,408,NET BANKING,326.4
City Hotel,1,43,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient,145,0,0,Check-Out,21-10-2015,20-10-2015,1,145,October,Tuesday,2015,Weekday,completed,Group,Website,Android,10,1,145,UPI,130.5
City Hotel,13,43,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,65,0,0,Check-Out,21-10-2015,19-10-2015,2,130,October,Monday,2015,Weekday,completed,Business,Mobile App,Desktop,5,2,130,UPI,123.5
City Hotel,3,45,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,0,Transient,65,0,0,Check-Out,06-11-2015,05-11-2015,1,65,November,Thursday,2015,Weekday,completed,Business,Mobile App,Android,20,1,65,UPI,52
City Hotel,0,43,1,1,1,0,0,BB,SAU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,0,Transient,145,0,0,Check-Out,21-10-2015,19-10-2015,2,290,October,Monday,2015,Weekday,completed,Business,Website,iOS,5,2,290,DEBIT CARD,275.5
City Hotel,4,43,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,65,0,0,Check-Out,21-10-2015,18-10-2015,3,195,October,Sunday,2015,Weekend,completed,Business,Website,Android,20,3,195,CASH,156
Resort Hotel,0,43,0,1,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,87,0,Transient,147.6,0,0,Check-Out,21-10-2015,20-10-2015,1,147.6,October,Tuesday,2015,Weekday,completed,Business,Partner Platform,iOS,20,1,123,UPI,98.4
Resort Hotel,0,43,0,1,1,0,0,BB,IRQ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,166.8,0,0,Check-Out,21-10-2015,20-10-2015,1,166.8,October,Tuesday,2015,Weekday,completed,Business,Partner Platform,Android,5,1,139,UPI,132.05
Resort Hotel,4,43,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,114,0,0,Check-Out,21-10-2015,19-10-2015,2,228,October,Monday,2015,Weekday,completed,Individual,Mobile App,Desktop,5,2,190,DEBIT CARD,180.5
Resort Hotel,1,43,0,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,186,0,1,Check-Out,21-10-2015,20-10-2015,1,186,October,Tuesday,2015,Weekday,completed,Group,Mobile App,iOS,0,1,155,UPI,155
Resort Hotel,3,43,1,1,2,0,0,BB,KOR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,170.4,0,0,Check-Out,21-10-2015,19-10-2015,2,340.8,October,Monday,2015,Weekday,completed,Business,Website,Android,20,2,284,UPI,227.2
City Hotel,20,43,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Group,84,0,0,Check-Out,21-10-2015,18-10-2015,3,252,October,Sunday,2015,Weekend,completed,Business,Website,Android,15,3,252,DEBIT CARD,214.2
City Hotel,27,42,2,5,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,Transient,92,0,0,Check-Out,21-10-2015,14-10-2015,7,644,October,Wednesday,2015,Weekday,completed,Business,Website,iOS,10,7,644,DEBIT CARD,579.6
Resort Hotel,10,46,1,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,D,1,No Deposit,0,0,Transient,91.2,0,0,Check-Out,11-11-2015,09-11-2015,2,182.4,November,Monday,2015,Weekday,completed,Business,Website,Android,5,2,152,UPI,144.4
City Hotel,28,43,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14,0,Transient,134,0,3,Check-Out,21-10-2015,20-10-2015,1,134,October,Tuesday,2015,Weekday,completed,Business,Partner Platform,Android,10,1,134,CASH,120.6
City Hotel,38,43,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,179.3,0,4,Check-Out,21-10-2015,20-10-2015,1,179.3,October,Tuesday,2015,Weekday,completed,Individual,Mobile App,Android,10,1,179.3,NET BANKING,161.37
Resort Hotel,14,43,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,151.2,0,2,Check-Out,21-10-2015,19-10-2015,2,302.4,October,Monday,2015,Weekday,completed,Business,Mobile App,Desktop,10,2,252,NET BANKING,226.8
City Hotel,5,43,1,1,2,0,0,BB,CZE,Corporate,Corporate,0,0,0,F,F,0,No Deposit,0,0,Transient,90,0,0,Check-Out,21-10-2015,19-10-2015,2,180,October,Monday,2015,Weekday,completed,Individual,Partner Platform,iOS,5,2,180,UPI,171
Resort Hotel,9,44,0,4,3,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,8,0,Transient,199.5,0,2,Canceled,21-10-2015,28-10-2015,4,798,October,Wednesday,2015,Weekday,cancelled,Business,Mobile App,iOS,5,4,665,NET BANKING,631.75
Resort Hotel,26,43,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Transient,90,0,0,Check-Out,21-10-2015,18-10-2015,3,270,October,Sunday,2015,Weekend,completed,Business,Partner Platform,Android,15,3,225,UPI,191.25
City Hotel,0,43,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,154,0,0,Check-Out,21-10-2015,20-10-2015,1,154,October,Tuesday,2015,Weekday,completed,Business,Mobile App,iOS,0,1,154,UPI,154
City Hotel,5,43,1,1,1,0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,0,No Deposit,0,0,Transient,80,0,0,Check-Out,21-10-2015,19-10-2015,2,160,October,Monday,2015,Weekday,completed,Business,Website,iOS,20,2,160,CASH,128
City Hotel,5,43,1,1,1,0,0,BB,CZE,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,80,0,0,Check-Out,21-10-2015,19-10-2015,2,160,October,Monday,2015,Weekday,completed,Business,Mobile App,iOS,20,2,160,NET BANKING,128
City Hotel,10,43,2,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14,0,Group,114,0,0,Check-Out,21-10-2015,18-10-2015,3,342,October,Sunday,2015,Weekend,completed,Individual,Mobile App,iOS,15,3,342,NET BANKING,290.7
City Hotel,0,43,0,1,1,0,0,BB,CZE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,0,Transient,123,0,0,Check-Out,21-10-2015,20-10-2015,1,123,October,Tuesday,2015,Weekday,completed,Individual,Website,Android,10,1,123,UPI,110.7
Resort Hotel,2,43,2,1,2,0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,147.6,0,0,Check-Out,21-10-2015,18-10-2015,3,442.8,October,Sunday,2015,Weekend,completed,Business,Website,iOS,15,3,369,DEBIT CARD,313.65
City Hotel,29,42,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11,0,Transient,95.04,0,0,Check-Out,21-10-2015,17-10-2015,4,380.16,October,Saturday,2015,Weekend,completed,Business,Partner Platform,iOS,10,4,380.16,NET BANKING,342.144
Resort Hotel,1,42,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,107.1,0,2,Check-Out,21-10-2015,17-10-2015,4,428.4,October,Saturday,2015,Weekend,completed,Group,Mobile App,Android,0,4,357,NET BANKING,357
City Hotel,13,43,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,Transient,85,0,0,Check-Out,21-10-2015,18-10-2015,3,255,October,Sunday,2015,Weekend,completed,Individual,Website,Android,20,3,255,NET BANKING,204
City Hotel,13,43,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,126,0,2,Check-Out,21-10-2015,19-10-2015,2,252,October,Monday,2015,Weekday,completed,Business,Website,iOS,15,2,252,CASH,214.2
City Hotel,12,43,0,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,130,0,0,Check-Out,21-10-2015,20-10-2015,1,130,October,Tuesday,2015,Weekday,completed,Group,Mobile App,Desktop,10,1,130,NET BANKING,117
Resort Hotel,36,43,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,0,Contract,115.56,0,1,Check-Out,21-10-2015,20-10-2015,1,115.56,October,Tuesday,2015,Weekday,completed,Individual,Mobile App,Desktop,10,1,96.3,NET BANKING,86.67
City Hotel,33,43,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,105.3,0,2,Check-Out,21-10-2015,19-10-2015,2,210.6,October,Monday,2015,Weekday,completed,Business,Partner Platform,iOS,15,2,210.6,UPI,179.01
Resort Hotel,17,44,1,2,3,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,177.996,0,2,Canceled,21-10-2015,30-10-2015,3,533.988,October,Friday,2015,Weekday,cancelled,Individual,Website,Android,5,3,444.99,UPI,422.7405
City Hotel,33,43,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,96.3,0,2,Check-Out,21-10-2015,19-10-2015,2,192.6,October,Monday,2015,Weekday,completed,Business,Mobile App,Android,0,2,192.6,NET BANKING,192.6
Resort Hotel,0,43,1,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7,0,Transient-Party,106.8,0,1,Check-Out,21-10-2015,19-10-2015,2,213.6,October,Monday,2015,Weekday,completed,Individual,Partner Platform,Android,15,2,178,NET BANKING,151.3
City Hotel,0,43,1,1,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7,0,Transient-Party,113,0,1,Check-Out,21-10-2015,19-10-2015,2,226,October,Monday,2015,Weekday,completed,Business,Website,iOS,0,2,226,UPI,226
Resort Hotel,18,42,2,3,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,129.18,0,1,Check-Out,21-10-2015,16-10-2015,5,645.9,October,Friday,2015,Weekday,completed,Individual,Mobile App,Desktop,5,5,538.25,CASH,511.3375
City Hotel,5,43,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,120,0,1,Check-Out,21-10-2015,19-10-2015,2,240,October,Monday,2015,Weekday,completed,Business,Partner Platform,iOS,5,2,240,NET BANKING,228
City Hotel,18,44,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,0,Contract,120,0,2,Canceled,21-10-2015,25-10-2015,3,360,October,Sunday,2015,Weekend,cancelled,Individual,Mobile App,iOS,10,3,360,NET BANKING,324
Resort Hotel,0,43,0,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,F,0,No Deposit,0,0,Transient,176.4,0,0,Check-Out,21-10-2015,20-10-2015,1,176.4,October,Tuesday,2015,Weekday,completed,Business,Website,Android,5,1,147,NET BANKING,139.65
Resort Hotel,0,43,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,87,0,Group,348,0,0,Canceled,21-10-2015,21-10-2015,1,348,October,Wednesday,2015,Weekday,cancelled,Business,Mobile App,Android,5,1,290,NET BANKING,275.5
City Hotel,20,43,2,1,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Group,75,0,0,Check-Out,21-10-2015,18-10-2015,3,225,October,Sunday,2015,Weekend,completed,Individual,Mobile App,iOS,5,3,225,DEBIT CARD,213.75
Resort Hotel,0,43,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,87,0,Transient,147.6,0,0,Check-Out,21-10-2015,20-10-2015,1,147.6,October,Tuesday,2015,Weekday,completed,Business,Mobile App,Desktop,10,1,123,UPI,110.7
City Hotel,20,43,2,1,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,0,Group,105,0,1,Check-Out,21-10-2015,18-10-2015,3,315,October,Sunday,2015,Weekend,completed,Business,Partner Platform,Desktop,10,3,315,DEBIT CARD,283.5
Resort Hotel,24,45,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8,0,Transient,140.4,0,0,Canceled,21-10-2015,05-11-2015,3,421.2,November,Thursday,2015,Weekday,cancelled,Group,Mobile App,iOS,15,3,351,NET BANKING,298.35
Resort Hotel,64,42,2,3,0,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,K,2,No Deposit,50,0,Transient-Party,0,0,0,Check-Out,21-10-2015,16-10-2015,5,0,October,Friday,2015,Weekday,completed,Business,Website,Android,5,5,0,UPI,0
City Hotel,33,43,0,4,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,0,Transient,79.11,0,0,No-Show,21-10-2015,21-10-2015,4,316.44,October,Wednesday,2015,Weekday,cancelled,Business,Partner Platform,Android,10,4,316.44,CASH,284.796
Resort Hotel,0,43,0,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87,0,Transient-Party,174,0,1,Check-Out,22-10-2015,21-10-2015,1,174,October,Wednesday,2015,Weekday,completed,Individual,Partner Platform,iOS,20,1,145,CASH,116
Resort Hotel,0,43,0,1,1,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,87,0,Transient-Party,174,0,1,Check-Out,22-10-2015,21-10-2015,1,174,October,Wednesday,2015,Weekday,completed,Individual,Mobile App,Android,0,1,145,DEBIT CARD,145
City Hotel,12,43,2,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,114,0,0,Check-Out,22-10-2015,18-10-2015,4,456,October,Sunday,2015,Weekend,completed,Business,Mobile App,Desktop,5,4,456,DEBIT CARD,433.2
Resort Hotel,5,43,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,112,0,Transient-Party,96,0,0,Check-Out,22-10-2015,19-10-2015,3,288,October,Monday,2015,Weekday,completed,Business,Mobile App,Desktop,20,3,240,UPI,192
Resort Hotel,5,43,1,2,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,112,0,Transient-Party,108,0,0,Check-Out,22-10-2015,19-10-2015,3,324,October,Monday,2015,Weekday,completed,Group,Partner Platform,Android,5,3,270,DEBIT CARD,256.5
Resort Hotel,5,43,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,112,0,Transient-Party,108,0,0,Check-Out,22-10-2015,19-10-2015,3,324,October,Monday,2015,Weekday,completed,Business,Partner Platform,Android,10,3,270,CASH,243
Resort Hotel,36,43,2,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,124.2,0,1,Check-Out,22-10-2015,18-10-2015,4,496.8,October,Sunday,2015,Weekend,completed,Business,Partner Platform,Android,20,4,414,CASH,331.2
Resort Hotel,5,43,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,112,0,Transient-Party,0,0,0,Check-Out,22-10-2015,19-10-2015,3,0,October,Monday,2015,Weekday,completed,Business,Mobile App,Desktop,10,3,0,CASH,0
Resort Hotel,31,43,2,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,102.6,0,2,Check-Out,22-10-2015,18-10-2015,4,410.4,October,Sunday,2015,Weekend,completed,Business,Website,Android,15,4,342,UPI,290.7
Resort Hotel,7,43,1,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,151.2,0,1,Check-Out,22-10-2015,19-10-2015,3,453.6,October,Monday,2015,Weekday,completed,Business,Partner Platform,iOS,15,3,378,NET BANKING,321.3
Resort Hotel,5,43,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,0,Transient-Party,0,0,0,Check-Out,22-10-2015,21-10-2015,1,0,October,Wednesday,2015,Weekday,completed,Individual,Mobile App,Android,10,1,0,DEBIT CARD,0
Resort Hotel,5,43,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,0,Transient-Party,0,0,0,Check-Out,22-10-2015,21-10-2015,1,0,October,Wednesday,2015,Weekday,completed,Individual,Partner Platform,Desktop,20,1,0,UPI,0
Resort Hotel,5,43,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,0,Transient-Party,0,0,0,Check-Out,22-10-2015,21-10-2015,1,0,October,Wednesday,2015,Weekday,completed,Individual,Website,iOS,10,1,0,NET BANKING,0
